Colaborador,Fuente,Seudonimo,Sexo,Origen,Nacimiento,Muerte,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,Otras fuentes,
"Téllez, Hernando",https://www.wikidata.org/wiki/Q2294038,,M,Colombia,1908,1966,140708537,Q2294038,"Téllez, Hernando",Unbekannt,1908,1966,,,Hernando José Tellez,male,Bogotá,Colombia,1908-03-22T00:00:00Z,1966-01-01T00:00:00Z,"Téllez, Hernando, 1908-1966",http://viaf.org/viaf/24724603,24724603,
"Tello, Jaime",https://www.wikidata.org/wiki/Q59530361; Minchero; Sánchez: Diccionario; Ardila/Viscaino; Echavarria,,M,Colombia,1918,1996,105677956X,Q59530361,"Tello, Jaime",Unbekannt,,,,,Jaime Tello,,,,1918-01-01T00:00:00Z,1996-01-01T00:00:00Z,"Tello, Jaime",http://viaf.org/viaf/44336162,44336162,
"Tennyson, Alfred","https://en.wikipedia.org/wiki/Alfred,_Lord_Tennyson",,M,Reino Unido,1809,1892,118621327,Q173869,,,,,,,,,,,,,,http://viaf.org/viaf/61540536,,
Teócrito,https://es.wikipedia.org/wiki/Te%C3%B3crito,,M,Grecia,300,250,118621769,,,,,,,,,,,,,,,http://viaf.org/viaf/95161348,,
"Thein, Max",https://d-nb.info/gnd/1078869219,,M,Hungría,1874,,1078869219,,,,,,,,,,,,,,,"https://viaf.org/viaf/119144782951765966848/#Thein,_Max_1874-",,
"Tinseau, Léon de",https://de.wikipedia.org/wiki/L%C3%A9on_de_Tinseau,,M,Francia,1844,1921,117386618,Q3271449,,,,,,,,,,,,,,http://viaf.org/viaf/32027195,,
"Tirado Macías, Ricardo"," https://1library.co/article/revista-gris-ricardo-tirado-mac%C3%ADas-werther-posibilidad-hombre.yj80xe2q ; Minchero; Echavarria; Gallo Martínez, Diccionario;",,M,Colombia,1873,1948,,,,,,,,,,,,,,,,,,
"Tisnés Jiménez, Roberto María",https://d-nb.info/gnd/128613548,,m,Colombia,1926,,128613548,,"Tisnés Jiménez, Roberto María",,1926,,,,"TISNES J., ROBERTO MARÍA",,,,,,"Tisnés Jiménez, Roberto María, 1926-",http://viaf.org/viaf/41881871,41881871,
"Tobón Betancourt, Julío",Minchero; Sánchez: Diccionario,,M,Colombia,1914,1967,,,,,,,,,,,,,,,"Tobón Betancourt, Julío",http://viaf.org/viaf/281061610,281061610,
"Tobón Mejía, Marco",https://es.wikipedia.org/wiki/Marco_Tob%C3%B3n_Mej%C3%ADa,,M,Colombia,1876,1933,1219988332,Q15178050,,,,,,,,,,,,,,"https://viaf.org/viaf/31193189/#Tobo%CC%81n_Meji%CC%81a,_Marco,_1876-1933",,
"Tobón Quintero, Jesús",Gallo Martínez: Diccionario Biográfico,,M,Colombia,1887,1944,,,,,,,,,,,,,,,,,,
"Tobón Restrepo, Jorge",Gallo Martínez,,M,Colombia,1905,,,,,,,,,,,,,,,,"Tobón Restrepo, Jorge",,,
"Tobón Tobón, Lazaro",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1891,1961,,,,,,,,,,,,,,,,,,
"Toché, Raoul",https://www.wikidata.org/wiki/Q17637525,Frimousse,M,Francia,1850,1895,117404438,Q17637525,"Toché, Raoul",,,,,,"Toché, Raoul",male,Rueil-Malmaison,France,1850-10-07,1895-01-18,"Toché, Raoul, 1850-1895",http://viaf.org/viaf/12566000,12566000,
"Tolstói, Lev Nikoláievich",https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i,,M,Rusia,1828,1910,11864291X,Q7243,"Tolstoj, Lev Nikolaevič",Männlich,1828-09-09,1910-11-20,Jasnaja Poljana,Russland,Leo Tolstoy,male,Yasnaya Polyana,Russia,1828-08-28,1910-11-07,"Tolstoj, Lev Nikolaevic, 1828-1910",https://viaf.org/viaf/96987389/,,
"Toro Agudelo, Hernán",https://www.wikidata.org/wiki/Q5896296,,M,Colombia,1918,1978,141396873,Q5896296,"Toro Agudelo, Hernán",Unbekannt,1918-11-03,1978-01-30,,,Hernán Toro Agudelo,male,1918-01-01T00:00:00Z,1978-01-01T00:00:00Z,,,"Toro Agudelo, Hernán 1918-1978",http://viaf.org/viaf/120982592,120982592,
"Toro Uribe, Juan Antonio",https://www.wikidata.org/wiki/Q104891030,,M,Colombia,1862,1930,,Q104891030,"TORO URIBE, JUAN ANTONIO",,,,,,Juan Antonio Toro Uribe,male,,,,,"TORO URIBE, JUAN ANTONIO",,,
"Torres Bodet, Jaime",https://es.wikipedia.org/wiki/Jaime_Torres_Bodet,,M,México,1902,1974,128094087,Q553110,,,,,,,,,,,,,,"https://viaf.org/viaf/59092222/#Torres_Bodet,_Jaime,_1902-1974.",,
"Torres Caicedo, José María",https://d-nb.info/gnd/1052005314,,M,Colombia,1830,1889,1052005314,,"Torres Caicedo, José María",Männlich,1830,1889,,,"Torres Caicedo, José María",,,,,,"Torres Caicedo, José María",http://viaf.org/viaf/44437804,44437804,
"Torres Durán, Carlos",https://d-nb.info/gnd/1214766390,,M,Colombia,1892,1955,1214766390,,,,,,,,,,,,,,,http://viaf.org/viaf/1888159639254043290007,,
"Torres Elicechea, Camilo",https://babel.banrepcultural.org/digital/collection/p17054coll10/id/499/rec/1,,M,Colombia,,,,,,,,,,,,,,,,,,"https://viaf.org/viaf/4480405/#Torres_Elicechea,_Camilo",,
"Torres Giraldo, Ignacio",https://www.wikidata.org/wiki/Q6447508,,M,Colombia,1893,1968,121153606,Q6447508,"Torres Giraldo, Ignacio",Unbekannt,1893,1968,,,Ignacio Torres Giraldo,male,1893-03-05T00:00:00Z,1968-11-15T00:00:00Z,Filandia,Colombia,"Torres Giraldo, Ignacio",http://viaf.org/viaf/15618649,15618649,
"Torres Méndez, Ramón",https://es.wikipedia.org/wiki/Ram%C3%B3n_Torres_M%C3%A9ndez,,M,Colombia,1809,1885,118948369,Q6100082,,,,,,,,,,,,,,http://viaf.org/viaf/10645243,,
"Torres Posada, Arturo",Sánchez: Diccionario autores Antioqueños,Hugo de Palma,M,Colombia,,,,,,,,,,,,,,,,,"Torres Posada, Arturo",,,
"Torres Torrente, Bernardino",https://d-nb.info/gnd/1030054150,Erebo,M,Colombia,1813,1886,1030054150,,"Torres Torrente, Bernardino",Unbekannt,[20.05.1813],1886,Facatativá,Kolumbien,"Torres Torrente, Bernardino",,,,,,"Torres Torrente, Bernardino",,,
"Torres Umaña, Calixto",https://es.wikipedia.org/wiki/Calixto_Torres_Uma%C3%B1a,,M,Colombia,1885,1960,1055459871,Q106574321,,,,,,,,,,,,,,http://viaf.org/viaf/309692497,,
"Torres, Calixto",QeQ Venezuela; Nieto,,M,Colombia,1887,1952,,,"Torres, Calixto",,,,,,Calixto Torres,,,,,,"Torres, Calixto",,,
"Torres, Carlos Arturo",https://es.wikipedia.org/wiki/Carlos_Arturo_Torres,,M,Colombia,1867,1911,173279023,Q5749764,"Torres, Carlos Arturo",Unbekannt,1867,1911,,,Carlos Arturo Torres,male,,Colombia,1867-04-18,1911-07-11,"Torres, Carlos Arturo",http://viaf.org/viaf/24698562,,
"Torres, Jerónimo",https://d-nb.info/gnd/128678534,,M,España,1527,1611,128678534,Q55995237,"Torres, Jerónimo",Männlich,1527,1611,,,Jerónimo Torres,male,,,,1611-01-01T00:00:00Z,"Torres, Jerónimo",,,
"Toudouze, Georges-Gustave",https://www.wikidata.org/wiki/Q3102085,,M,Francia,1877,1972,113973377X,Q3102085,,,,,,,,,,,,,,http://viaf.org/viaf/66474276,66474276,
"Towne, Charles Hansen",,NA,M,Estados Unidos,1877,1949,,,,,,,,,,,,,,,,,https://archives.nypl.org/mss/3014,
"Trejo, Joaquín","Zavala, Mercedes. Otros raros; Riva Palacio, Vicente. Parnaso Mexicano.",,M,México,,,,,,,,,,,,,,,,,,,,
"Trespalacios, Jesús María",González/Zafir,,M,Colombia,1865,1934,,,,,,,,,,,,,,,,,,
"Triana, Miguel",https://www.wikidata.org/wiki/Q6015243,,M,Colombia,1859,1931,1260382001,Q6015243,"Triana, Miguel",Männlich,1859,1931,,,Miguel Triana,male,Bogotá,Colombia,1859-11-26,1931-04-30,"Triana, Miguel",http://viaf.org/viaf/33434743,33434743,
"Trigo, Felipe",https://es.wikipedia.org/wiki/Felipe_Trigo,,M,España,1864,1916,118867806,Q3068144,,,,,,,,,,,,,,http://viaf.org/viaf/79060694,,
"Trujillo Calle, Bernardo",https://www.wikidata.org/wiki/Q6395887,,M,Colombia,1928,2021,1056508973,Q6395887,"Trujillo Calle, Bernardo",Unbekannt,1928,,,,Bernardo Trujillo Calle,male,1928-01-01T00:00:00Z,2021-08-11T00:00:00Z,"Venecia, Antioquia",Colombia,"Trujillo Calle, Bernardo",http://viaf.org/viaf/33433310,33433310,
"Tumiati, Domenico",https://it.wikipedia.org/wiki/Domenico_Tumiati,,M,Italia,1874,1943,https://d-nb.info/gnd/119536323,https://www.wikidata.org/wiki/Q3713277,,,,,,,,,,,,,,http://viaf.org/viaf/74665183,,
"Turgenev, Ivan",http://viaf.org/viaf/41847346,,M,Rusia,1818,1883,118643010,Q42831,,,,,,,,,,,,,,http://viaf.org/viaf/41847346,,
"Twain, Mark",https://en.wikipedia.org/wiki/Mark_Twain,Samuel Langhorne Clemens (verdader nombre),M,Estados Unidos,1835,1910,118624822,Q7245,,,,,,,,,,,,,,http://viaf.org/viaf/50566653,,
"Ugarte, Manuel",https://es.wikipedia.org/wiki/Manuel_Baldomero_Ugarte,,M,Argentina,1875,1951,123593980,Q507453,"Ugarte, Manuel",Männlich,1875-02-27,1951-12-02,Buenos Aires,Argentinien,Manuel Ugarte,male,Buenos Aires,Argentina,1875-02-27,1951-12-02,"Ugarte, Manuel",http://viaf.org/viaf/100187324,,
"Ulloa, Gabriel",http://viaf.org/viaf/7447303,,M,Colombia,1930,,1056699302,,"Ulloa, Gabriel",Unbekannt,,,,,"Ulloa, Gabriel",,,,,,"Ulloa, Gabriel",http://viaf.org/viaf/7447303,7447303,
"Umaña Bernal, José",https://d-nb.info/gnd/1191139042,,M,Colombia,1899,1982,1191139042,,"Umaña Bernal, José",Unbekannt,1899-12-18,1982-08-01,Tunja,Kolumbien,Umaña Bernal. José,,,,,,"Umaña Bernal, José 1899-1982",http://viaf.org/viaf/3131163709905529700008,"3,13E+21",
"Unamuno, Miguel de",http://viaf.org/viaf/88844103,,M,España,1866,1936,118625403,Q185085,"Unamuno, Miguel de",Männlich,1864-09-29,1936-12-31,Bilbao,Spanien,Miguel de Unamuno,male,Bilbao,España,1866-09-29,1936-12-31,"Unamuno, Miguel de",http://viaf.org/viaf/88844103,,
"Uncal, José María",,NA,M,España,1902,1971,,,,,,,,,,,,,,,,,https://www.ignaciogracianoriega.net/nie/20020519.htm,
"Upegui Benítez, Alberto",https://d-nb.info/gnd/131712969,,M,Colombia,1921,,131712969,,"Upegui Benítez, Alberto",Unbekannt,1921,,,,"UPEGUI BENITEZ, ALBERTO",,,,,,"Upegui Benítez, Alberto 1921-",http://viaf.org/viaf/46495458,46495458,
"Upegui Córdoba, Jorge",https://d-nb.info/gnd/1159098484,,M,Colombia,,,1159098484,,"Upegui Córdoba, Jorge",Unbekannt,,,,,"UPEGUI CORDOBA, JORGE",,,,,,"UPEGUI CORDOBA, JORGE",,,
"Upegui Orozco, Alfonso",http://viaf.org/viaf/173145541822896600305; Sánchez: Diccionario Autores Antioqueños;,,M,Colombia,1909,1972,,,"Upegui Orozco, Alfonso",,,,,,"Upegui Orozco, Alfonso",,,,,,"Upegui Orozco, Alfonso",https://viaf.org/viaf/173145541822896600305,"1,73E+20",
"Urdaneta Ramos, Alfredo",,,M,Colombia,,,,,,,,,,,,,,,,,,http://viaf.org/viaf/78978380,,
"Urdaneta, Alberto",https://es.wikipedia.org/wiki/Alberto_Urdaneta,,M,Colombia,1845,1887,1018715738,Q107605869,,,,,,,,,,,,,,http://viaf.org/viaf/230358259,,
"Urdaneta, Amenodoro",https://d-nb.info/gnd/132037807,Un Colombiano,M,Colombia,1829,1905,132037807,,"Urdaneta, Amenodoro",Unbekannt,1829,1905,,,"Urdaneta, Amenodoro",,,,,,"Urdaneta, Amenodoro",http://viaf.org/viaf/71700229,71700229,
"Uribe Ángel, Manuel",https://www.wikidata.org/wiki/Q6752925,,M,Colombia,1822,1904,1055472797,Q6752925,"Uribe Ángel, Manuel",Unbekannt,1822,1904,,,Manuel Uribe Ángel,male,Envigado,Colombia,1822-09-04,1904-06-16,"Uribe, Angel Manuel, 1822-1904",http://viaf.org/viaf/45768574,45768574,
"Uribe Arango, Marcelino",https://www.wikidata.org/wiki/Q106454565,,M,Colombia,1880,1931,,Q106454565,"URIBE ARANGO, MARCELINO",,,,,,Marcelino Uribe Arango,male,,,,,"URIBE ARANGO, MARCELINO",,,
"Uribe Botero, John",Gallo Martínez,,M,Colombia,1918,,,,,,,,,,,,,,,,"Uribe Botero, John",,,
"Uribe Cadavid, Julián",https://www.wikidata.org/wiki/Q105534150,,M,Colombia,1903,1984,,Q105534150,"URIBE CADAVID, JULIAN",,,,,,Julián Uribe Cadavid,male,1903-06-13T00:00:00Z,1984-08-02T00:00:00Z,,,"URIBE CADAVID, JULIAN",,,
"Uribe de Estrada, María Helena",https://www.wikidata.org/wiki/Q91031119,,F,Colombia,1928,2015,1056441496,Q91031119,"Uribe de Estrada, María Helena",Unbekannt,,,,,María Helena Uribe de Estrada,female,1928-01-01T00:00:00Z,2015-01-01T00:00:00Z,Medellín,Colombia,"Uribe de Estrada, María Helena",http://viaf.org/viaf/17273525,17273525,
"Uribe Echeverri, Carlos",https://d-nb.info/gnd/1057367400,,M,Colombia,1888,,1057367400,,"Uribe Echeverri, Carlos",Unbekannt,1888,,,,Carlos Uribe Echeverri,male,,,,,"URIBE ECHEVERRI, CARLOS",,,
"Uribe Escobar, Ricardo",https://www.wikidata.org/wiki/Q6108517,Don Alonso Ballesteros,M,Colombia,1892,1968,1204284962,Q6108517,"Uribe Escobar, Ricardo",Unbekannt,1892-08,1968-02-03,Medellin,Kolumbien,Ricardo Uribe Escobar,male,Medellín,Colombia,1892-01-01,1968-02-03,"Uribe Escobar, Ricardo",http://viaf.org/viaf/408159477680527990001,"4,08E+20",
"Uribe Gaviria, Carlos",https://www.wikidata.org/wiki/Q5751981,,M,Colombia,1892,1982,1158991606,Q5751981,"Uribe Gaviria, Carlos",Unbekannt,,,,,Carlos Uribe Gaviria,male,1892-01-01T00:00:00Z,1982-01-01T00:00:00Z,,,Carlos Uribe Gaviria,http://viaf.org/viaf/285507006,285507006,
"Uribe Gómez, Pedro",Minchero; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,,,,,"Uribe Gómez, Pedro",,,,,,"Uribe Gómez, Pedro",,,,,,"Uribe Gómez, Pedro",,,
"Uribe Holguín, Guillermo",Rendón 400; Nieto,,M,Colombia,1880,1971,,,,,,,,,,,,,,,,,,
"Uribe Isaza, Baltazar",Gallo Martínez,,M,Colombia,1917,1941,,,,,,,,,,,,,,,"Uribe Isaza, Baltazar",,,
"Uribe Jaramillo, Alfonso",https://www.wikidata.org/wiki/Q18221078,,M,Colombia,1914,1993,,Q18221078,"URIBE JARAMILLO, ALFONSO",,,,,,Alfonso Uribe Jaramillo,male,1914-02-06T00:00:00Z,1993-07-07T00:00:00Z,Nariño Department,Colombia,"Uribe Jaramillo, Alfonso, 1914-1993",http://viaf.org/viaf/170247699,170247699,
"Uribe Mejía, Francisco Antonio",Gallo Martínez,,M,Colombia,1845,1937,,,,,,,,,,,,,,,,,,
"Uribe Misas, Alfonso",https://www.wikidata.org/wiki/Q63147123,A. U. M.,M,Colombia,1886,1984,,Q63147123,"URIBE MISAS, ALFONSO",,,,,,Alfonso Uribe Misas,male,1886-12-26T00:00:00Z,1984-07-02T00:00:00Z,Medellín,Colombia,"Uribe Misas, Alfonso",http://viaf.org/viaf/26109347,26109347,
"Uribe Muñoz, Bernardo",Gallo Martínez,,M,Colombia,1896,,,,,,,,,,,,,,,,"Uribe Muñoz, Bernardo",,,
"Uribe Ospina, Enrique",Gallo Martínez,,M,Colombia,1882,1947,,,,,,,,,,,,,,,"Uribe Ospina, Enrique",,,
"Uribe Piedrahita, César",https://www.wikidata.org/wiki/Q5796433,,M,Colombia,1897,1951,131718541,Q5796433,"Uribe Piedrahita, César",Unbekannt,1896-11-16,1951-12-17,Medellin,Kolumbien,César Uribe,male,1897-11-16T00:00:00Z,1951-12-17T00:00:00Z,Medellín,Colombia,"Uribe Piedrahita, César, 1897-1951",http://viaf.org/viaf/55608750,55608750,
"Uribe Uribe, Heraclio",https://d-nb.info/gnd/124293717X,,M,Colombia,1852,1941,124293717X,,"Uribe, Heraclio",Unbekannt,1852-03-08,1941-11-08,,,"URIBE URIBE, HERACLIO",,,,,,"URIBE URIBE, HERACLIO",,,
"Uribe Uribe, Lorenzo",https://www.wikidata.org/wiki/Q2837242,,M,Colombia,1900,1980,1057041874,Q2837242,"Uribe Uribe, Lorenzo",Unbekannt,,,,,Antonio Lorenzo Uribe Uribe,male,1900-01-20T00:00:00Z,1980-12-08T00:00:00Z,Medellín,Colombia,"Uribe Uribe, Lorenzo",http://viaf.org/viaf/33996018,33996018,
"Uribe Uribe, Rafael",https://www.wikidata.org/wiki/Q785936,Pedro Escudriñez; Un Médico,M,Colombia,1859,1914,122370147,Q785936,"Uribe Uribe, Rafael",Männlich,1859-04-12,1914-10-15,,,Rafael Uribe Uribe,male,Valparaíso,Colombia,1859-04-12,1914-10-15,"Uribe Uribe, Rafael",http://viaf.org/viaf/29567121,29567121,
"Uribe Vallejo, Fita",Gallo Martínez,,F,Colombia,1903,,,,,,,,,,,,,,,,,,,
"Uribe Velásquez, Manuel",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1867,1893,,,,,,,,,,,,,,,,,,
"Uribe Villegas, Gonzalo",Gallo Martínez,,M,Colombia,1868,1933,,,,,,,,,,,,,,,"Uribe Villegas, Gonzalo",,,
"Uribe White, Enrique",http://viaf.org/viaf/64052029,,M,Colombia,1898,1983,1056688203,,"Uribe White, Enrique",Unbekannt,1898,,,,"Uribe White, Enrique",,,,,,"Uribe White, Enrique",http://viaf.org/viaf/64052029,64052029,
"Uribe, Antonio José",https://d-nb.info/gnd/1055157581,,M,Colombia,1869,1942,1055157581,Q16943811,"Uribe, Antonio José",Unbekannt,1869,1942,Medellin,Kolumbien,Antonio José Uribe,male,1869-01-01T00:00:00Z,,,,"Uribe Portocarrero, Antonio José 1869-1942",http://viaf.org/viaf/281595404,281595404,
"Uribe, Basiliso",Who's who in Latin America,,M,Colombia,1872,1951,,,"Uribe, Basiliso",,,,,,"Uribe, Basiliso",,,,,,"Uribe, Basiliso",,,
"Uribe, Consuelo","https://viaf.org/viaf/17418135/#Uribe,_Consuelo",,F,Colombia,,,,,,,,,,,,,,,,,,,,
"Uribe, Diego",https://d-nb.info/gnd/1248757866,,M,Colombia,1867,1921,1248757866,,"Uribe, Diego",Unbekannt,1867,1921,Bogotá,Kolumbien,"Uribe, Diego",,,,,,"Uribe, Diego",,,
"Uribe, Francisco Antonio",https://gw.geneanet.org/raulhernano?lang=es&n=uribe+mejia&oc=10&p=francisco+antonio,NA,M,Colombia,1782,NA,https://d-nb.info/gnd/1300262532,NA,"Uribe Mejía, Francisco Antonio",M,1845,1937,NA,Colombia,NA,NA,NA,NA,NA,NA,"Uribe Mejía, Francisco Antonio",http://viaf.org/viaf/8169374649124280814,,
"Uribe, Jesús",Gallo Martínez: Diccionario Biográfico,,M,Colombia,1882,1918,,,,,,,,,,,,,,,,,,
"Uribe, Joaquín Antonio",https://www.wikidata.org/wiki/Q5931710,,M,Colombia,1858,1935,1055472819,Q5931710,"Uribe, Joaquín Antonio",Unbekannt,1858-09-28,1935-11-03,Sonsón,Kolumbien,Joaquín Antonio Uribe,male,Sonsón,Colombia,1858-09-28,1935-11-03,"Uribe, Joaquín Antonio",http://viaf.org/viaf/48341296,48341296,
"Uribe, Juan de Dios",https://www.wikidata.org/wiki/Q5825346; Sánchez: Diccionario Autores Antioqueños,El indio Uribe,M,Colombia,1859,1900,1089900759,Q5825346,"Uribe, Juan de Dios",Unbekannt,1859,1900,,,Juan de Dios Uribe,male,Andes,Colombia,1859-01-01T00:00:00Z,1900-01-01T00:00:00Z,"Uribe, Juan de Dios, 1859-1900",http://viaf.org/viaf/32796061,32796061,
"Urquinaona y Pardo, Pedro de",https://www.wikidata.org/wiki/Q30303288,,M,Colombia,1778,1843,,Q30303288,"Urquinaona y Pardo, Pedro de",,,,,,Pedro Urquinaona y Pardo,male,Bogotá,Colombia,1778-01-01T00:00:00Z,1843-01-01T00:00:00Z,"Urquinaona y Pardo, Pedro de",http://viaf.org/viaf/2262638,2262638,
"Urrecha, Federico",https://es.wikipedia.org/wiki/Federico_Urrecha,,M,España,1855,1935,1057434353,Q55838304,"Urrecha, Federico",Unbekannt,1855,,,,Federico Urrecha,male,San Martín de Unx,España,1855-01-01,1930-01-01,"Urrecha, Federico",https://viaf.org/viaf/86998048/,,
"Urrutia, Francisco José",https://www.wikidata.org/wiki/Q1442058,,M,Colombia,1870,1950,133791033,Q1442058,"Urrutia, Francisco José",Männlich,1870,1950,,,Francisco José Urrutia Olano,male,Popayán,Colombia,1870-04-12,1950-08-06,"Urrutia, Francisco-José",http://viaf.org/viaf/38116909,38116909,
"Valcarce García, Javier",https://www.wikidata.org/wiki/Q24287690,,M,España,,1918,1159121273,Q24287690,"Valcarce García, Javier",Unbekannt,,,,,Javier Valcarce García,male,Mugardos,España,,1918-08-23,"Valcarce García, Javier",http://viaf.org/viaf/744152636180120052956,"7,44E+20",
"Valderrama Agudelo, J. Emilio",https://d-nb.info/gnd/1057381268,,M,Colombia,,,1057381268,,"Valderrama, J. Emilio",Unbekannt,,,,,"VALDERRAMA AGUDELO, J. EMILIO",,,,,,"VALDERRAMA AGUDELO, J. EMILIO",,,
"Valderrama, Felipe",,,M,Venezuela,,,,,,,,,,,,,,,,,,http://viaf.org/viaf/154145857022722921215,,
"Valencia Cano, Gerardo",https://d-nb.info/gnd/1191724670; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1917,1972,1191724670,Q6439190,"Valencia Cano, Gerardo",Männlich,1917,1972,,,Gerardo Valencia Cano,male,,,1917-08-26T00:00:00Z,1972-01-21T00:00:00Z,"Valencia Cano, Gerardo",http://viaf.org/viaf/76221414,76221414,
"Valencia Rodas, Guillermo",Gallo Martínez,,M,Colombia,1916,1967,,,,,,,,,,,,,,,"Valencia Rodas, Guillermo",,,
"Valencia Vejarano, Gerardo",https://www.wikidata.org/wiki/Q55946266,,M,Colombia,1911,1994,119439824,Q55946266,"Valencia, Gerardo",Unbekannt,1911,1994,,,Gerardo Valencia,male,,,1911-01-01T00:00:00Z,1994-01-01T00:00:00Z,"Valencia Vejarano, Gerardo","https://viaf.org/viaf/161234595/#Valencia,_Gerardo,_1911-1994.",,
"Valencia, Francisco",Rendón 400,Pacho Valencia,M,Colombia,,1932,,,,,,,,,,,,,,,,,,
"Valencia, Guillermo",https://www.wikidata.org/wiki/Q2880050,,M,Colombia,1873,1943,118803727,Q2880050,"Valencia, Guillermo",Unbekannt,1873-11-20,1943-07-08,Popayán,Kolumbien,Guillermo Valencia Castillo,male,Popayán,Colombia,1873-10-10,1943-07-08,"Valencia, Guillermo",https://viaf.org/viaf/100210781/,,
"Valencia, Miguel Santiago","Arboleda, Gustavo; Nieto",,M,Colombia,1814,1876,1159084505,,"Santiago Valencia, Miguel",Unbekannt,,,,,"Valencia, Miguel Santiago",,,,,,"Santiago Valencia, Miguel",http://viaf.org/viaf/1791152636156020052112,"1,79E+21",
"Valenzuela Moreno, Antonio",Viaf,,M,Chile,,,,,,,,,,,,,,,,,"Valenzuela Moreno, Antonio",http://viaf.org/viaf/239145857041722921364,,
"Valenzuela, Eduardo",Figueroa: Chile; Vera M.; Cánepa,,M,Chile,1882,1948,,,"Valenzuela, Eduardo",,,,,,"Valenzuela, Eduardo",,,,,,"Valenzuela, Eduardo",,,
"Valladarez Márquez, Jorge",https://acortar.link/srjPkg,NA,M,Guatemala,1891,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Valle-Inclán, Ramón del",https://es.wikipedia.org/wiki/Ram%C3%B3n_Mar%C3%ADa_del_Valle-Incl%C3%A1n,,M,España,1866,1936,118626019,Q311001,"Valle-Inclán, Ramón del",Männlich,1866-10-28,1936-01-05,Villanueva de Arosa,Spanien,Ramón del Valle-Inclán,male,Vilanova de Arousa,España,1866-10-28,1936-01-05,"Valle-Inclán, Ramón del, 1866-1936.",https://viaf.org/viaf/68936773/,,
"Valle, Arturo del",https://es.wikipedia.org/wiki/Arturo_Saco_del_Valle,NA,M,España,1869,1932,https://d-nb.info/gnd/1057580880,https://www.wikidata.org/wiki/Q17205910,"Saco del Valle, Arturo",NA,1869,1932,NA,España,Artur Saco del Valle y Flores,M,Gerona,España,3 de February de 1869,11996,"Saco del Valle, Arturo",https://acortar.link/YHelEI,,
"Vallejo Arbeláez, Joaquín",https://www.wikidata.org/wiki/Q3753495,,M,Colombia,1912,2005,170435865,Q3753495,"Vallejo Arbeláez, Joaquín",Unbekannt,,,,,Joaquín Vallejo Arbeláez,male,1912-10-02T00:00:00Z,2005-12-31T00:00:00Z,Rionegro,Colombia,"Vallejo Arbeláez, Joaquín",http://viaf.org/viaf/65330358,65330358,
"Vallenilla Lanz, Laureano",https://es.wikipedia.org/wiki/Laureano_Vallenilla_Lanz,,M,Venezuela,1870,1936,1056557583,,,,,,,,,,,,,,,"https://viaf.org/viaf/100214360/#Vallenilla_Lanz,_Laureano,_1870-1936",,
"Van Tricht, Victor",,"Van Tricht, P. Victor",M,Bélgica,1842,1897,https://d-nb.info/gnd/132595508,https://www.wikidata.org/wiki/Q54856560,,,,,,,,,,,,,,http://viaf.org/viaf/77479526,,
"Vanegas Garavito, Julio",http://viaf.org/viaf/107856,,M,Colombia,1923,,,,"Vanegas Garavito, Julio",,,,,,"Vanegas Garavito, Julio",,,,,,"Vanegas Garavito, Julio",http://viaf.org/viaf/107856,107856,
"Vanegas, Eleázar",Gallo Martínez,,M,Colombia,1884,,,,,,,,,,,,,,,,,,,
"Vargas Machuca, Bernardo",https://www.wikidata.org/wiki/Q29018310,,M,España,1557,1622,105524008X,Q29018310,"Vargas Machuca, Bernardo de",Unbekannt,1557,1622,,,Bernardo Vargas Machuca,male,Simancas,España,1557-01-01T00:00:00Z,1622-01-01T00:00:00Z,"Vargas Machuca, Bernardo",,,
"Vargas Montoya, Samuel",https://d-nb.info/gnd/1020113790,,M,Colombia,,,1020113790,,"Vargas Montoya, Samuel",Unbekannt,,,,,"VARGAS MONTOYA, SAMUEL",,,,,,"VARGAS MONTOYA, SAMUEL",,,
"Vargas Osorio, Tomás",https://www.wikidata.org/wiki/Q23498603,,M,Colombia,1908,1941,1056357363,Q23498603,"Vargas Osorio, Tomás",Unbekannt,1908,1941,,,Tomás Vargas,male,Oiba,Colombia,1908-10-23T00:00:00Z,1941-12-21T00:00:00Z,"Vargas Osorio, Tomás",,,
"Vargas Ponce, José María",,José Vargas,M,Venezuela,1786,1854,https://d-nb.info/gnd/1056243562,https://www.wikidata.org/wiki/Q2358589,,,,,,,,,,,,,,http://viaf.org/viaf/16233731,,
